City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
277,provideniya,RU,64.3833,-173.3,51.91,82,100,11.18,overcast clouds,0.0,0
278,amapa,BR,1.0,-52.0,71.28,99,90,1.97,overcast clouds,0.0,0
279,jinchang,CN,38.4953,102.1739,72.32,54,100,9.17,overcast clouds,0.0,0
280,sur,OM,22.5667,59.5289,84.07,77,100,7.65,light rain,0.22,0
281,lufkin,US,31.3382,-94.7291,95.13,68,40,5.75,scattered clouds,0.0,0
282,peniche,PT,39.3558,-9.3811,65.28,87,86,9.71,overcast clouds,0.0,0
283,ketchikan,US,55.3422,-131.6461,57.67,72,100,10.36,overcast clouds,0.0,0
284,the valley,AI,18.217,-63.0578,82.26,76,78,16.67,broken clouds,0.0,0
285,miandrivazo,MG,-19.5167,45.4667,62.51,65,0,4.63,clear sky,0.0,0
286,stanger,ZA,-29.3282,31.2895,58.89,74,93,1.99,overcast clouds,0.0,0
287,pasighat,IN,28.0667,95.3333,84.34,83,86,1.28,overcast clouds,0.0,0
288,fandriana,MG,-20.2333,47.3833,46.09,95,4,2.26,clear sky,0.0,0
289,turayf,SA,31.6725,38.6637,71.85,60,0,6.91,clear sky,0.0,0
290,bambous virieux,MU,-20.3428,57.7575,70.21,73,40,12.66,scattered clouds,0.0,0
291,touros,BR,-5.1989,-35.4608,74.03,91,45,9.64,scattered clouds,0.0,0
292,constitucion,CL,-35.3333,-72.4167,47.39,84,35,2.59,scattered clouds,0.0,0
293,meulaboh,ID,4.1363,96.1285,75.88,86,100,5.95,overcast clouds,0.0,0
294,cayenne,GF,4.9333,-52.3333,79.09,1,0,0.0,clear sky,0.0,0
295,rayong,TH,12.8333,101.4333,83.08,99,100,7.72,moderate rain,1.19,0
296,makakilo city,US,21.3469,-158.0858,86.32,53,40,18.41,scattered clouds,0.0,0
297,vysokogornyy,RU,50.1167,139.15,64.72,96,100,3.42,light rain,0.42,0
298,den helder,NL,52.9599,4.7593,60.78,98,98,8.01,overcast clouds,0.0,0
299,ancud,CL,-41.8697,-73.8203,43.23,92,100,26.8,moderate rain,3.09,0
300,udachnyy,RU,66.4167,112.4,61.45,62,65,2.98,broken clouds,0.0,0
301,naranjal,EC,-2.6667,-79.6167,72.07,90,75,3.27,broken clouds,0.0,0
302,fortuna,US,40.5982,-124.1573,71.85,74,20,1.99,few clouds,0.0,0
303,port elizabeth,ZA,-33.918,25.5701,57.31,75,0,10.36,clear sky,0.0,0
304,minsk,BY,53.9,27.5667,56.95,96,100,19.75,overcast clouds,0.0,0
305,kandrian,PG,-6.2167,149.55,84.94,69,51,10.85,broken clouds,0.0,0
306,aitape,PG,-3.1374,142.3475,86.49,61,60,4.97,broken clouds,0.0,0
307,gizo,SB,-8.103,156.8419,84.09,68,9,3.87,clear sky,0.0,0
308,janauba,BR,-15.8025,-43.3089,65.1,39,2,3.15,clear sky,0.0,0
309,codrington,AU,-38.2667,141.9667,53.4,61,59,2.08,broken clouds,0.0,0
310,port hardy,CA,50.6996,-127.4199,62.78,82,100,5.75,overcast clouds,0.0,0
311,aquiraz,BR,-3.9014,-38.3911,80.69,83,41,11.61,scattered clouds,0.0,0
312,narsaq,GL,60.9167,-46.05,50.22,90,36,3.83,scattered clouds,0.0,0
313,hami,CN,42.8,93.45,87.58,13,77,5.44,broken clouds,0.0,0
314,punta cardon,VE,11.6581,-70.215,79.3,83,12,29.82,few clouds,0.0,0
315,sambava,MG,-14.2667,50.1667,70.07,86,75,9.15,light rain,0.63,0
316,kualakapuas,ID,-3.0091,114.3876,84.97,68,30,3.8,scattered clouds,0.0,0
317,mukhen,RU,48.1,136.1,67.37,98,100,3.69,overcast clouds,0.0,0
318,dicabisagan,PH,17.0818,122.4157,86.83,71,100,5.32,overcast clouds,0.0,0
319,coquimbo,CL,-29.9533,-71.3436,53.33,82,0,8.05,clear sky,0.0,0
320,ivrea,IT,45.4672,7.8762,75.74,74,6,4.25,clear sky,0.0,0
321,santiago del estero,AR,-27.7951,-64.2615,51.35,36,0,7.99,clear sky,0.0,0
322,tres arroyos,AR,-38.3739,-60.2798,35.6,87,8,6.6,clear sky,0.0,0
323,antalaha,MG,-14.9003,50.2788,68.88,90,88,6.42,light rain,0.92,0
324,sorong,ID,-0.8833,131.25,78.62,89,99,8.41,overcast clouds,0.0,0
325,guiyang,CN,26.5833,106.7167,81.09,65,40,20.13,scattered clouds,0.0,0
326,umm lajj,SA,25.0213,37.2685,83.59,75,94,8.43,overcast clouds,0.0,0
327,ossora,RU,59.2353,163.0719,67.78,71,91,6.85,overcast clouds,0.0,0
328,kieta,PG,-6.2167,155.6333,85.73,64,51,6.64,broken clouds,0.0,0
329,paamiut,GL,61.994,-49.6678,39.18,94,42,11.32,scattered clouds,0.0,0
330,trincomalee,LK,8.5711,81.2335,81.57,76,100,22.3,overcast clouds,0.0,0
331,mandalgovi,MN,45.7625,106.2708,59.45,52,53,18.03,broken clouds,0.0,0
332,nome,US,64.5011,-165.4064,63.16,77,100,8.05,overcast clouds,0.0,0
333,hamada,JP,34.8833,132.0833,75.92,90,93,6.55,overcast clouds,0.0,0
334,collie,AU,-33.3667,116.15,54.39,59,63,5.86,broken clouds,0.0,0
335,jiayuguan,CN,39.8167,98.3,76.6,18,25,7.25,scattered clouds,0.0,0
336,cocachacra,PE,-17.0883,-71.7575,59.68,86,92,5.12,overcast clouds,0.0,0
337,barreirinhas,BR,-2.7469,-42.8264,78.69,81,85,6.55,overcast clouds,0.0,0
338,manggar,ID,-2.8833,108.2667,84.56,74,67,9.06,broken clouds,0.0,0
339,kirakira,SB,-10.4544,161.9205,85.23,66,3,6.22,clear sky,0.0,0
340,dukat,RU,62.55,155.55,86.14,28,80,11.95,broken clouds,0.0,0
341,katobu,ID,-4.9408,122.5276,82.18,68,87,4.74,overcast clouds,0.0,0
342,te anau,NZ,-45.4167,167.7167,41.05,75,100,3.22,overcast clouds,0.0,0
343,lanzhou,CN,36.0564,103.7922,74.37,60,100,4.29,overcast clouds,0.0,0
344,cap-aux-meules,CA,47.3821,-61.8597,68.05,60,100,13.8,overcast clouds,0.0,0
345,port shepstone,ZA,-30.7414,30.455,62.15,67,99,3.85,overcast clouds,0.0,0
346,cabra,ES,37.4725,-4.4421,75.04,30,3,4.7,clear sky,0.0,0
347,yar-sale,RU,66.8333,70.8333,54.59,56,86,2.08,overcast clouds,0.0,0
348,imeni poliny osipenko,RU,52.4201,136.4853,63.88,97,100,6.17,light rain,0.36,0
349,walvis bay,NA,-22.9575,14.5053,54.09,83,0,5.75,clear sky,0.0,0
350,nouadhibou,MR,20.931,-17.0347,69.78,94,0,11.5,clear sky,0.0,0
351,tollose,DK,55.6125,11.7703,59.59,9,3,1.99,clear sky,0.0,0
352,seoul,KR,37.5683,126.9778,81.97,63,0,5.75,clear sky,0.0,0
353,luangwa,ZM,-15.6167,30.4167,59.09,83,13,2.44,few clouds,0.0,0
354,santa rosa,PH,14.3122,121.1114,86.11,82,89,1.86,heavy intensity rain,4.21,0
355,maragogi,BR,-9.0122,-35.2225,74.79,85,67,4.52,broken clouds,0.0,0
356,adrar,MR,20.5022,-10.0711,94.26,11,12,6.64,few clouds,0.0,0
357,chernyanka,RU,50.9409,37.8069,60.13,92,99,8.99,overcast clouds,0.0,0
358,port-cartier,CA,50.0334,-66.8654,55.74,97,100,7.63,light rain,0.49,0
359,rafai,CF,4.95,23.9167,67.44,96,100,1.21,overcast clouds,0.0,0
360,mehamn,NO,71.0357,27.8492,51.75,93,40,1.14,scattered clouds,0.0,0
361,mahibadhoo,MV,3.7833,72.9667,81.46,72,74,2.44,broken clouds,0.0,0
362,anakapalle,IN,17.6833,83.0167,76.95,88,100,15.95,overcast clouds,0.0,0
363,gat,IL,31.61,34.7642,74.08,83,0,0.47,clear sky,0.0,0
364,komsomolskiy,UZ,40.4272,71.7189,77.72,31,19,4.61,few clouds,0.0,0
365,prachin buri,TH,14.0833,101.6667,75.16,97,100,4.03,overcast clouds,0.0,0
366,college,US,64.8569,-147.8028,77.47,68,100,10.36,mist,0.0,0
367,university place,US,47.2356,-122.5504,88.99,42,0,10.36,clear sky,0.0,0
368,bengkulu,ID,-3.8004,102.2655,79.95,76,41,2.13,scattered clouds,0.0,0
369,olinda,BR,-8.0089,-34.8553,78.53,78,75,10.36,broken clouds,0.0,0
370,san cristobal,VE,7.7669,-72.225,73.58,94,100,2.24,overcast clouds,0.0,0
371,quatre cocos,MU,-20.2078,57.7625,70.09,65,5,18.1,clear sky,0.0,0
372,oranjemund,NA,-28.55,16.4333,52.07,83,0,9.64,clear sky,0.0,0
373,mugur-aksy,RU,50.35,90.5,59.85,50,10,1.41,clear sky,0.0,0
374,bangassou,CF,4.7413,22.8184,67.46,98,98,1.79,overcast clouds,0.0,0
375,shiyan,CN,32.6475,110.7781,88.68,64,98,3.85,overcast clouds,0.0,0
376,vestmannaeyjar,IS,63.4427,-20.2734,52.65,92,100,17.45,light rain,0.15,0
377,sao gabriel da cachoeira,BR,-0.1303,-67.0892,72.07,97,67,1.43,broken clouds,0.0,0
378,metro,ID,-5.1131,105.3067,80.76,78,77,4.03,broken clouds,0.0,0
379,trofors,NO,65.5333,13.4063,48.07,88,56,4.72,broken clouds,0.0,0
380,tarabha,IN,20.7333,83.65,80.82,84,98,0.58,overcast clouds,0.0,0
381,jijiga,ET,9.35,42.8,57.63,91,100,14.14,overcast clouds,0.0,0
382,vacaria,BR,-28.5122,-50.9339,64.67,70,100,14.58,light rain,0.13,0
383,kathu,TH,7.9178,98.3332,83.75,85,100,21.63,light rain,0.49,0
384,marystown,CA,47.1666,-55.1483,57.85,100,11,8.03,few clouds,0.0,0
385,naze,JP,28.3667,129.4833,86.92,75,95,8.77,overcast clouds,0.0,0
386,sosnogorsk,RU,63.6023,53.8817,68.07,77,73,4.32,light rain,0.13,0
387,konya,TR,38.1667,32.5,60.84,57,0,6.58,clear sky,0.0,0
388,comodoro rivadavia,AR,-45.8667,-67.5,39.06,65,0,13.8,clear sky,0.0,0
389,aykhal,RU,66.0,111.5,47.91,89,100,6.67,overcast clouds,0.0,0
390,cap malheureux,MU,-19.9842,57.6142,70.47,67,1,8.01,clear sky,0.0,0
391,kavaratti,IN,10.5669,72.642,81.64,77,100,17.83,overcast clouds,0.0,0
392,kununurra,AU,-15.7667,128.7333,71.58,20,11,14.97,few clouds,0.0,0
393,sungaipenuh,ID,-2.0833,101.3833,71.53,82,100,1.43,overcast clouds,0.0,0
394,narasannapeta,IN,18.4167,84.05,77.92,91,100,6.6,overcast clouds,0.0,0
395,baghdad,IQ,33.3406,44.4009,84.11,30,0,6.91,clear sky,0.0,0
396,choma,ZM,-16.8065,26.9531,51.93,67,0,3.38,clear sky,0.0,0
397,la grande,US,45.3246,-118.0877,85.01,33,9,3.83,clear sky,0.0,0
398,udupi,IN,13.35,74.75,76.24,86,100,16.71,light rain,0.18,0
399,abu kamal,SY,34.4506,40.9171,81.45,43,0,13.38,clear sky,0.0,0
400,karakulino,RU,56.012,53.7067,67.05,90,54,6.29,broken clouds,0.0,0
401,miranda,CO,3.2499,-76.2281,69.93,94,93,4.52,overcast clouds,0.0,0
402,bom jesus,BR,-9.0744,-44.3586,69.62,50,9,0.94,clear sky,0.0,0
403,tyukhtet,RU,56.5389,89.3011,64.02,56,40,3.89,scattered clouds,0.0,0
404,saint-joseph,RE,-21.3667,55.6167,64.78,73,35,13.8,scattered clouds,0.0,0
405,sawakin,SD,19.1059,37.3321,89.85,56,17,6.49,few clouds,0.0,0
406,jian,CN,27.1172,114.9793,89.56,63,1,9.55,clear sky,0.0,0
407,raymondville,US,26.4815,-97.7831,89.71,58,63,15.19,broken clouds,0.0,0
408,pitimbu,BR,-7.4706,-34.8086,75.79,84,79,10.31,broken clouds,0.0,0
409,hurricane,US,37.1753,-113.2899,106.27,16,33,2.3,scattered clouds,0.0,0
410,atar,MR,20.5169,-13.0499,91.87,29,3,7.63,clear sky,0.0,0
411,san quintin,MX,30.4833,-115.95,67.42,80,47,14.97,scattered clouds,0.0,0
412,omboue,GA,-1.5746,9.2618,68.94,93,99,5.59,overcast clouds,0.0,0
413,tromso,NO,69.6496,18.957,54.37,87,100,2.3,overcast clouds,0.0,0
414,qujing,CN,25.4833,103.7833,69.39,82,86,10.51,overcast clouds,0.0,0
415,polis,CY,35.0367,32.4264,73.22,76,0,0.72,clear sky,0.0,0
416,labuhan,ID,-6.8844,112.2051,82.11,73,2,5.99,clear sky,0.0,0
417,lakatoro,VU,-16.0999,167.4164,82.56,67,0,8.79,clear sky,0.0,0
418,caravelas,BR,-17.7125,-39.2481,69.51,92,10,5.39,clear sky,0.0,0
419,kirya,TZ,-3.9167,37.4833,63.18,89,90,7.83,overcast clouds,0.0,0
420,noumea,NC,-22.2763,166.4572,75.99,99,18,8.97,few clouds,0.0,0
421,shizunai,JP,42.3339,142.3669,71.58,88,100,14.52,overcast clouds,0.0,0
422,havoysund,NO,70.9963,24.6622,48.43,76,9,3.51,clear sky,0.0,0
423,bulaevo,KZ,54.9056,70.4439,70.05,75,78,4.07,broken clouds,0.0,0
424,salinopolis,BR,-0.6136,-47.3561,78.31,84,45,7.87,scattered clouds,0.0,0
425,slave lake,CA,55.2834,-114.769,73.38,46,0,5.75,clear sky,0.0,0
426,bolitoc,PH,15.7395,119.8769,86.52,71,100,5.17,overcast clouds,0.0,0
427,ukiah,US,39.1502,-123.2078,100.29,28,0,10.36,clear sky,0.0,0
428,shakiso,ET,5.75,38.9167,55.83,96,100,0.74,overcast clouds,0.0,0
429,lacey,US,47.0343,-122.8232,89.82,39,0,10.36,clear sky,0.0,0
430,kambove,CD,-10.8764,26.5969,52.29,67,2,5.28,clear sky,0.0,0
431,mumford,GH,5.2618,-0.759,75.04,87,100,10.8,light rain,0.12,0
432,ust-kut,RU,56.7938,105.7672,62.46,79,100,2.64,light rain,0.13,0
433,tabas,IR,33.5959,56.9244,84.27,14,1,2.44,clear sky,0.0,0
434,zheleznodorozhnyy,RU,55.7503,38.0042,72.12,81,100,13.69,light rain,0.12,0
435,darhan,MN,49.4867,105.9228,59.36,80,100,2.75,overcast clouds,0.0,0
436,dabola,GN,10.75,-11.1167,70.34,99,100,4.21,moderate rain,3.38,0
437,vestmanna,FO,62.1564,-7.1664,49.12,100,100,20.71,light rain,0.26,0
438,hede,CN,33.7681,120.2517,94.24,55,100,12.48,overcast clouds,0.0,0
439,sylacauga,US,33.1732,-86.2516,81.77,78,100,5.75,overcast clouds,0.0,0
440,collierville,US,35.042,-89.6645,85.08,67,0,3.4,clear sky,0.0,0
441,weiser,US,44.251,-116.9693,93.4,24,1,3.89,clear sky,0.0,0
442,barcelos,PT,41.5388,-8.6151,78.69,59,26,5.7,scattered clouds,0.0,0
443,ambilobe,MG,-13.2,49.05,63.5,78,5,3.31,clear sky,0.0,0
444,svetlogorsk,BY,52.6333,29.7333,55.18,95,100,15.48,overcast clouds,0.0,0
445,karratha,AU,-20.7377,116.8463,71.74,26,0,16.51,clear sky,0.0,0
446,sokoni,TZ,-6.4333,39.55,76.12,72,43,16.55,scattered clouds,0.0,0
447,shimoda,JP,34.6667,138.95,80.96,77,56,5.95,broken clouds,0.0,0
448,mahebourg,MU,-20.4081,57.7,70.25,73,40,12.66,scattered clouds,0.0,0
449,quimper,FR,48.0,-4.1,68.56,77,0,5.75,clear sky,0.0,0
450,olafsvik,IS,64.8945,-23.7142,49.75,85,100,22.35,overcast clouds,0.0,0
451,hamilton,US,39.1834,-84.5333,81.75,72,0,5.75,clear sky,0.0,0
452,aksarka,RU,66.5606,67.7975,54.0,45,92,3.24,overcast clouds,0.0,0
453,de aar,ZA,-30.6497,24.0123,40.71,81,0,1.66,clear sky,0.0,0
454,coronado,US,32.6859,-117.1831,82.0,77,40,10.36,scattered clouds,0.0,0
455,ekibastuz,KZ,51.6667,75.3667,71.92,60,8,15.12,clear sky,0.0,0
456,nyurba,RU,63.2842,118.3319,68.7,64,100,5.37,overcast clouds,0.0,0
457,zhadovka,RU,53.5746,46.9498,68.85,72,100,6.08,overcast clouds,0.0,0
458,halifax,CA,44.6453,-63.5724,61.68,77,75,8.05,broken clouds,0.0,0
459,tuatapere,NZ,-46.1333,167.6833,46.49,78,100,11.3,light rain,0.11,0
460,marawi,PH,7.9986,124.2928,82.47,56,77,1.63,broken clouds,0.0,0
461,bandiagara,ML,14.3501,-3.6104,84.76,51,77,9.4,broken clouds,0.0,0
462,isangel,VU,-19.55,169.2667,79.16,77,58,4.68,broken clouds,0.0,0
463,nanortalik,GL,60.1432,-45.2371,40.95,90,99,9.46,overcast clouds,0.0,0
464,feldkirchen an der donau,AT,48.3452,14.0513,60.44,80,75,4.61,broken clouds,0.0,0
465,grand-lahou,CI,5.1367,-5.0242,75.2,88,93,9.37,light rain,0.33,0
466,svetlaya,RU,46.5389,138.3297,62.69,99,100,5.82,overcast clouds,0.0,0
467,klyuchi,RU,52.2667,79.1667,68.11,52,1,15.55,clear sky,0.0,0
468,kupino,RU,54.3663,77.2981,66.2,59,0,10.38,clear sky,0.0,0
469,flinders,AU,-34.5833,150.8552,62.06,62,100,5.99,overcast clouds,0.0,0
470,yarmouth,US,41.7057,-70.2286,70.27,78,0,11.5,clear sky,0.0,0
471,maldonado,UY,-34.6667,-54.9167,48.22,84,100,17.78,overcast clouds,0.0,0
472,sola,VU,-13.8833,167.55,80.06,78,16,15.57,few clouds,0.0,0
473,troitsko-pechorsk,RU,62.7084,56.1964,69.24,61,48,3.67,scattered clouds,0.0,0
474,leningradskiy,RU,69.3833,178.4167,50.65,57,8,14.25,clear sky,0.0,0
475,akdepe,TM,42.0551,59.3788,71.69,43,0,9.19,clear sky,0.0,0
476,tadine,NC,-21.55,167.8833,73.42,68,51,10.31,broken clouds,0.0,0
477,hovd,MN,48.0056,91.6419,69.26,28,6,3.58,clear sky,0.0,0
478,koumac,NC,-20.5667,164.2833,76.78,61,6,3.51,clear sky,0.0,0
479,henties bay,NA,-22.116,14.2845,53.91,90,0,4.81,clear sky,0.0,0
480,pedernales,DO,18.0384,-71.744,81.03,77,97,6.6,overcast clouds,0.0,0
481,haines junction,CA,60.7522,-137.5108,58.95,47,100,10.36,overcast clouds,0.0,0
482,galesong,ID,-5.3166,119.3661,86.02,72,40,5.88,scattered clouds,0.0,0
483,nam som,TH,17.7704,102.1895,79.03,95,100,2.82,moderate rain,2.73,0
484,biak,ID,-0.9131,122.8766,74.88,88,100,6.2,moderate rain,1.23,0
485,kuruman,ZA,-27.4524,23.4325,43.27,51,0,5.68,clear sky,0.0,0
486,sioux lookout,CA,50.1001,-91.917,60.87,94,100,9.22,overcast clouds,0.0,0
487,jiwani,PK,25.05,61.7417,83.23,86,69,10.22,broken clouds,0.0,0
488,baloda bazar,IN,21.6667,82.1667,82.81,74,18,12.48,few clouds,0.0,0
489,grande prairie,CA,55.1667,-118.8027,73.58,40,75,9.22,broken clouds,0.0,0
490,sherlovaya gora,RU,50.5667,116.25,57.09,96,100,3.78,light rain,0.1,0
491,port-gentil,GA,-0.7193,8.7815,72.14,81,57,11.05,broken clouds,0.0,0
492,nosy varika,MG,-20.5833,48.5333,62.94,91,55,5.08,light rain,0.11,0
493,chapais,CA,49.7834,-74.8492,60.58,100,92,3.89,overcast clouds,0.0,0
494,sebeta,ET,8.9167,38.6167,54.05,94,100,1.43,overcast clouds,0.0,0
495,srednekolymsk,RU,67.45,153.6833,89.74,38,64,11.77,broken clouds,0.0,0
496,aksu,CN,41.1231,80.2644,77.09,35,0,6.6,clear sky,0.0,0
497,mount gambier,AU,-37.8333,140.7667,54.21,59,84,4.43,light rain,0.13,0
498,wencheng,CN,33.0559,113.7978,91.42,60,100,11.32,overcast clouds,0.0,0
499,krutinka,RU,56.0055,71.5113,64.09,89,14,6.64,few clouds,0.0,0
500,alice town,BS,25.7167,-79.3,84.24,73,4,9.75,clear sky,0.0,0
501,beloha,MG,-25.1667,45.05,60.91,75,0,4.45,clear sky,0.0,0
502,alaverdi,AM,41.0977,44.6732,64.33,81,0,2.62,clear sky,0.0,0
503,grindavik,IS,63.8424,-22.4338,53.55,93,75,9.22,broken clouds,0.0,0
504,kendari,ID,-3.945,122.4989,74.95,93,100,1.01,moderate rain,2.44,0
505,pringsewu,ID,-5.3582,104.9744,81.82,73,61,1.05,broken clouds,0.0,0
506,tottori,JP,35.5,134.2333,78.87,89,75,4.61,broken clouds,0.0,0
507,sao jose da coroa grande,BR,-8.8978,-35.1478,75.43,84,46,5.5,scattered clouds,0.0,0
508,shingu,JP,33.7333,135.9833,87.28,63,14,6.04,few clouds,0.0,0
509,diamantino,BR,-14.4086,-56.4461,71.28,51,97,3.49,overcast clouds,0.0,0
510,valleyview,CA,55.0667,-117.2859,75.24,38,22,8.05,few clouds,0.0,0
511,nuuk,GL,64.1835,-51.7216,36.88,93,94,3.0,overcast clouds,0.0,0
512,ban dung,TH,17.699,103.2596,76.1,99,100,6.58,overcast clouds,0.0,0
513,anadyr,RU,64.75,177.4833,61.3,67,40,6.71,scattered clouds,0.0,0
514,lodja,CD,-3.4833,23.4333,70.83,41,39,1.16,scattered clouds,0.0,0
515,san policarpo,PH,12.1791,125.5072,86.41,64,100,3.65,overcast clouds,0.0,0
516,darnah,LY,32.767,22.6367,76.82,66,0,15.23,clear sky,0.0,0
517,tambun,ID,-6.2641,107.0712,88.48,66,49,2.57,scattered clouds,0.0,0
518,bahar,IR,34.9072,48.4414,66.36,30,0,2.3,clear sky,0.0,0
519,ballina,AU,-28.8667,153.5667,65.01,73,95,3.06,overcast clouds,0.0,0
520,lodwar,KE,3.1191,35.5973,75.42,58,64,14.09,broken clouds,0.0,0
521,kemijarvi,FI,66.7131,27.4306,57.78,93,100,0.89,overcast clouds,0.0,0
522,port lincoln,AU,-34.7333,135.8667,57.97,62,20,15.84,few clouds,0.0,0
523,dwarka,IN,22.2394,68.9678,82.06,83,99,23.67,very heavy rain,17.28,0
524,pemex,MX,18.4395,-96.3461,77.43,90,79,4.12,broken clouds,0.0,0
525,abbeville,FR,50.1,1.8333,64.36,70,100,6.89,overcast clouds,0.0,0
526,alofi,NU,-19.0595,-169.9187,78.69,73,75,12.66,broken clouds,0.0,0
527,kautokeino,NO,69.0125,23.0412,57.29,75,81,6.4,broken clouds,0.0,0
528,korla,CN,41.7597,86.1469,79.03,33,96,10.74,overcast clouds,0.0,0
529,sorland,NO,67.667,12.6934,53.46,91,100,21.21,overcast clouds,0.0,0
530,mezen,RU,65.8522,44.24,67.48,88,19,4.38,few clouds,0.0,0
531,dalbandin,PK,28.8947,64.4101,82.53,50,84,7.61,broken clouds,0.0,0
532,russell,US,32.3502,-85.1999,79.83,83,100,4.61,overcast clouds,0.0,0
533,urazovo,RU,50.0836,38.0395,58.87,95,46,7.49,scattered clouds,0.0,0
534,chabahar,IR,25.2919,60.643,83.8,83,100,3.6,overcast clouds,0.0,0
535,suoyarvi,RU,62.0833,32.35,60.64,99,80,6.35,broken clouds,0.0,0
536,vilhena,BR,-12.7406,-60.1458,70.23,57,55,2.86,broken clouds,0.0,0
537,ternate,ID,0.8,127.4,80.29,84,76,9.66,broken clouds,0.0,0
538,chibombo,ZM,-14.6569,28.0706,54.05,75,12,5.35,few clouds,0.0,0
539,salinas,US,36.6777,-121.6555,81.01,68,75,16.11,broken clouds,0.0,0
540,corinto,GR,37.9407,22.9573,72.41,67,0,2.3,clear sky,0.0,0
541,oranjestad,AW,12.524,-70.027,80.55,83,20,18.41,few clouds,0.0,0
542,muros,ES,42.7762,-9.0603,70.14,59,0,7.81,clear sky,0.0,0
543,limbang,MY,4.75,115.0,82.51,60,100,1.95,overcast clouds,0.0,0
544,sudova vyshnya,UA,49.7889,23.3722,48.18,97,78,10.42,broken clouds,0.0,0
545,lianzhou,CN,24.7811,112.3825,87.39,70,37,2.89,scattered clouds,0.0,0
546,reinosa,ES,42.9996,-4.138,58.46,31,4,1.95,clear sky,0.0,0
547,zhigansk,RU,66.7697,123.3711,66.88,62,23,14.09,few clouds,0.0,0
548,along,IN,28.1667,94.7667,81.39,88,85,0.16,moderate rain,1.19,0
549,cabedelo,BR,-6.9811,-34.8339,75.87,85,11,11.12,few clouds,0.0,0
550,tsogni,GA,-2.7942,10.0988,67.57,95,100,4.61,overcast clouds,0.0,0
551,lufilufi,WS,-13.8745,-171.5986,86.79,74,12,11.81,light rain,0.14,0
552,cajati,BR,-24.7361,-48.1228,65.79,64,100,2.71,overcast clouds,0.0,0
